lat_round,lon_round,count
41.756,-87.59,1
41.756,-87.588,1
41.756,-87.585,1
41.756,-87.576,1
41.756,-87.565,1
41.756,-87.564,1
41.756,-87.563,1
41.756,-87.561,1
41.756,-87.56,1
41.756,-87.554,1
41.757,-87.671,1
41.757,-87.664,4
41.757,-87.654,2
41.757,-87.653,1
41.757,-87.651,3
41.757,-87.65,1
41.757,-87.649,1
41.757,-87.645,1
41.757,-87.644,2
41.757,-87.643,1
41.757,-87.625,1
41.757,-87.606,1
41.757,-87.599,1
41.757,-87.594,1
41.757,-87.593,7
41.757,-87.588,2
41.757,-87.586,3
41.757,-87.58,1
41.757,-87.566,1
41.757,-87.563,4
41.757,-87.561,3
41.757,-87.558,1
41.757,-87.557,1
41.757,-87.556,1
41.757,-87.553,3
41.758,-87.646,1
41.758,-87.644,1
41.758,-87.638,1
41.758,-87.637,1
41.758,-87.636,1
41.758,-87.634,5
41.758,-87.627,1
41.758,-87.625,2
41.758,-87.624,1
41.758,-87.623,2
41.758,-87.622,4
41.758,-87.621,1
41.758,-87.62,1
41.758,-87.617,1
41.758,-87.611,2
41.758,-87.609,2
41.758,-87.607,1
41.758,-87.605,2
41.758,-87.604,1
41.758,-87.599,1
41.758,-87.598,1
41.758,-87.592,1
41.758,-87.59,2
41.758,-87.586,6
41.758,-87.583,1
41.758,-87.576,2
41.758,-87.575,1
41.758,-87.572,1
41.758,-87.566,1
41.758,-87.564,2
41.758,-87.55,1
41.759,-87.742,1
41.759,-87.664,1
41.759,-87.659,1
41.759,-87.652,1
41.759,-87.644,1
41.759,-87.637,2
41.759,-87.636,1
41.759,-87.635,2
41.759,-87.622,2
41.759,-87.609,1
41.759,-87.607,1
41.759,-87.605,3
41.759,-87.604,1
41.759,-87.603,1
41.759,-87.601,1
41.759,-87.6,1
41.759,-87.596,1
41.759,-87.59,1
41.759,-87.588,1
41.759,-87.587,2
41.759,-87.586,7
41.759,-87.585,3
41.759,-87.582,1
41.759,-87.576,1
41.759,-87.569,1
41.759,-87.567,2
41.759,-87.566,2
41.759,-87.563,1
41.759,-87.56,9
41.759,-87.559,1
41.759,-87.557,1
41.76,-87.689,1
41.76,-87.681,1
41.76,-87.673,1
41.76,-87.67,1
41.76,-87.664,3
41.76,-87.662,1
41.76,-87.655,2
41.76,-87.654,1
41.76,-87.653,1
41.76,-87.649,1
41.76,-87.638,1
41.76,-87.623,1
41.76,-87.622,1
41.76,-87.62,1
41.76,-87.617,1
41.76,-87.614,1
41.76,-87.612,1
41.76,-87.603,2
41.76,-87.592,1
41.76,-87.588,1
41.76,-87.587,1
41.76,-87.585,1
41.76,-87.571,1
41.76,-87.566,2
41.76,-87.565,1
41.76,-87.562,1
41.76,-87.559,1
41.76,-87.558,1
41.761,-87.708,1
41.761,-87.704,1
41.761,-87.687,1
41.761,-87.682,1
41.761,-87.681,1
41.761,-87.675,1
41.761,-87.668,1
41.761,-87.667,1
41.761,-87.666,1
41.761,-87.663,1
41.761,-87.662,1
41.761,-87.658,1
41.761,-87.652,1
41.761,-87.646,1
41.761,-87.644,4
41.761,-87.643,2
41.761,-87.63,1
41.761,-87.628,1
41.761,-87.626,1
41.761,-87.625,1
41.761,-87.623,1
41.761,-87.609,1
41.761,-87.591,1
41.761,-87.586,1
41.761,-87.579,1
41.761,-87.566,1
41.761,-87.565,1
41.761,-87.563,1
41.761,-87.56,2
41.762,-87.704,2
41.762,-87.702,1
41.762,-87.695,1
41.762,-87.686,1
41.762,-87.683,3
41.762,-87.675,1
41.762,-87.665,2
41.762,-87.659,1
41.762,-87.644,1
41.762,-87.643,1
41.762,-87.641,1
41.762,-87.631,1
41.762,-87.615,1
41.762,-87.614,1
41.762,-87.603,2
41.762,-87.6,1
41.762,-87.593,1
41.762,-87.591,1
41.762,-87.588,1
41.762,-87.586,1
41.762,-87.583,1
41.762,-87.58,1
41.762,-87.579,1
41.762,-87.577,1
41.762,-87.576,3
41.762,-87.563,1
41.762,-87.558,1
41.763,-87.722,1
41.763,-87.654,1
41.763,-87.644,1
41.763,-87.643,3
41.763,-87.641,2
41.763,-87.638,1
41.763,-87.635,1
41.763,-87.63,2
41.763,-87.627,1
41.763,-87.625,1
41.763,-87.622,1
41.763,-87.612,1
41.763,-87.61,3
41.763,-87.608,4
41.763,-87.588,1
41.763,-87.586,5
41.763,-87.582,1
41.763,-87.575,1
41.763,-87.573,1
41.763,-87.568,1
41.763,-87.566,1
41.763,-87.564,1
41.764,-87.722,4
41.764,-87.72,1
41.764,-87.704,1
41.764,-87.703,3
41.764,-87.702,1
41.764,-87.7,3
41.764,-87.695,1
41.764,-87.694,1
41.764,-87.693,2
41.764,-87.689,3
41.764,-87.687,1
41.764,-87.683,3
41.764,-87.682,1
41.764,-87.676,1
41.764,-87.675,1
41.764,-87.674,1
41.764,-87.672,1
41.764,-87.671,1
41.764,-87.664,1
41.764,-87.663,1
41.764,-87.66,1
41.764,-87.653,2
41.764,-87.65,1
41.764,-87.649,1
41.764,-87.631,1
41.764,-87.63,1
41.764,-87.629,1
41.764,-87.628,1
41.764,-87.627,1
41.764,-87.609,1
41.764,-87.585,1
41.764,-87.582,1
41.764,-87.576,1
41.764,-87.573,1
41.764,-87.568,1
41.764,-87.566,1
41.764,-87.565,2
41.765,-87.693,3
41.765,-87.692,1
41.765,-87.69,1
41.765,-87.686,1
41.765,-87.674,1
41.765,-87.667,1
41.765,-87.664,4
41.765,-87.662,1
41.765,-87.657,2
41.765,-87.656,1
41.765,-87.654,1
41.765,-87.648,3
41.765,-87.644,6
41.765,-87.64,1
41.765,-87.638,1
41.765,-87.63,2
41.765,-87.628,4
41.765,-87.627,1
41.765,-87.625,8
41.765,-87.624,1
41.765,-87.623,4
41.765,-87.62,2
41.765,-87.615,1
41.765,-87.613,1
41.765,-87.61,1
41.765,-87.609,1
41.765,-87.605,1
41.765,-87.59,1
41.765,-87.588,1
41.765,-87.581,1
41.765,-87.579,1
41.765,-87.577,2
41.765,-87.576,4
41.765,-87.566,1
41.765,-87.565,1
41.765,-87.561,1
41.766,-87.722,1
41.766,-87.689,3
41.766,-87.687,1
41.766,-87.684,5
41.766,-87.683,2
41.766,-87.674,1
41.766,-87.67,1
41.766,-87.666,1
41.766,-87.665,1
41.766,-87.664,9
41.766,-87.661,1
41.766,-87.653,1
41.766,-87.652,1
41.766,-87.648,1
41.766,-87.644,1
41.766,-87.643,1
41.766,-87.638,1
41.766,-87.637,1
41.766,-87.63,1
41.766,-87.625,1
41.766,-87.623,3
41.766,-87.621,1
41.766,-87.62,2
41.766,-87.615,1
41.766,-87.607,1
41.766,-87.592,1
41.766,-87.591,1
41.766,-87.59,2
41.766,-87.587,1
41.766,-87.586,3
41.766,-87.582,4
41.766,-87.58,1
41.766,-87.579,1
41.766,-87.578,4
41.766,-87.576,11
41.766,-87.575,2
41.766,-87.574,3
41.766,-87.572,1
41.766,-87.571,2
41.766,-87.566,2
41.767,-87.689,1
41.767,-87.688,1
41.767,-87.684,1
41.767,-87.681,1
41.767,-87.657,1
41.767,-87.653,1
41.767,-87.649,1
41.767,-87.641,1
41.767,-87.639,1
41.767,-87.638,2
41.767,-87.637,1
41.767,-87.635,1
41.767,-87.631,1
41.767,-87.63,1
41.767,-87.627,4
41.767,-87.625,1
41.767,-87.623,2
41.767,-87.622,1
41.767,-87.62,2
41.767,-87.613,1
41.767,-87.606,2
41.767,-87.589,1
41.767,-87.586,3
41.767,-87.583,1
41.767,-87.581,1
41.767,-87.576,2
41.767,-87.575,2
41.767,-87.573,1
41.767,-87.57,1
41.768,-87.696,1
41.768,-87.693,1
41.768,-87.689,1
41.768,-87.688,1
41.768,-87.687,3
41.768,-87.686,2
41.768,-87.685,4
41.768,-87.683,6
41.768,-87.677,1
41.768,-87.672,1
41.768,-87.671,1
41.768,-87.668,1
41.768,-87.664,10
41.768,-87.659,2
41.768,-87.658,1
41.768,-87.652,1
41.768,-87.651,1
41.768,-87.648,1
41.768,-87.646,1
41.768,-87.644,3
41.768,-87.643,1
41.768,-87.641,2
41.768,-87.63,1
41.768,-87.628,1
41.768,-87.623,2
41.768,-87.616,1
41.768,-87.59,2
41.768,-87.576,1
41.768,-87.573,1
41.768,-87.572,1
41.768,-87.568,1
41.769,-87.689,2
41.769,-87.686,1
41.769,-87.683,1
41.769,-87.676,1
41.769,-87.67,1
41.769,-87.668,1
41.769,-87.667,1
41.769,-87.666,1
41.769,-87.664,2
41.769,-87.663,1
41.769,-87.662,1
41.769,-87.661,1
41.769,-87.659,2
41.769,-87.658,1
41.769,-87.649,1
41.769,-87.648,1
41.769,-87.631,1
41.769,-87.63,3
41.769,-87.628,1
41.769,-87.627,5
41.769,-87.626,20
41.769,-87.625,2
41.769,-87.623,2
41.769,-87.622,2
41.769,-87.621,1
41.769,-87.62,1
41.769,-87.615,1
41.769,-87.61,1
41.769,-87.606,1
41.769,-87.594,1
41.769,-87.59,1
41.769,-87.586,1
41.769,-87.583,1
41.769,-87.581,1
41.769,-87.579,1
41.769,-87.575,1
41.769,-87.574,1
41.769,-87.571,2
41.769,-87.57,2
41.769,-87.567,2
41.77,-87.725,1
41.77,-87.723,1
41.77,-87.721,1
41.77,-87.716,1
41.77,-87.691,1
41.77,-87.686,1
41.77,-87.685,1
41.77,-87.683,1
41.77,-87.668,1
41.77,-87.665,1
41.77,-87.664,3
41.77,-87.663,1
41.77,-87.659,1
41.77,-87.658,1
41.77,-87.654,1
41.77,-87.653,1
41.77,-87.646,1
41.77,-87.645,1
41.77,-87.642,1
41.77,-87.637,1
41.77,-87.63,1
41.77,-87.627,1
41.77,-87.623,1
41.77,-87.615,1
41.77,-87.585,1
41.77,-87.584,1
41.77,-87.573,2
41.771,-87.732,2
41.771,-87.723,1
41.771,-87.72,1
41.771,-87.703,1
41.771,-87.693,1
41.771,-87.686,1
41.771,-87.683,3
41.771,-87.682,1
41.771,-87.681,1
41.771,-87.664,1
41.771,-87.663,2
41.771,-87.659,3
41.771,-87.649,1
41.771,-87.637,2
41.771,-87.636,1
41.771,-87.621,1
41.771,-87.62,1
41.771,-87.612,1
41.771,-87.611,1
41.771,-87.609,1
41.771,-87.591,3
41.771,-87.59,1
41.771,-87.588,1
41.771,-87.586,2
41.771,-87.584,3
41.771,-87.579,1
41.772,-87.704,1
41.772,-87.703,1
41.772,-87.694,1
41.772,-87.683,2
41.772,-87.68,1
41.772,-87.67,1
41.772,-87.665,1
41.772,-87.664,2
41.772,-87.663,1
41.772,-87.662,1
41.772,-87.66,1
41.772,-87.657,1
41.772,-87.654,1
41.772,-87.651,1
41.772,-87.649,1
41.772,-87.648,1
41.772,-87.645,3
41.772,-87.642,1
41.772,-87.639,1
41.772,-87.635,1
41.772,-87.625,1
41.772,-87.62,1
41.772,-87.587,2
41.772,-87.586,1
41.772,-87.577,1
41.772,-87.572,1
41.773,-87.732,1
41.773,-87.718,1
41.773,-87.709,1
41.773,-87.706,1
41.773,-87.704,1
41.773,-87.701,1
41.773,-87.693,2
41.773,-87.692,3
41.773,-87.687,1
41.773,-87.683,1
41.773,-87.681,1
41.773,-87.676,1
41.773,-87.665,2
41.773,-87.662,1
41.773,-87.645,2
41.773,-87.643,1
41.773,-87.642,1
41.773,-87.633,1
41.773,-87.624,1
41.773,-87.621,1
41.773,-87.613,1
41.773,-87.609,1
41.773,-87.608,1
41.773,-87.607,1
41.773,-87.606,6
41.773,-87.605,1
41.773,-87.6,1
41.773,-87.593,1
41.773,-87.592,2
41.773,-87.591,1
41.773,-87.59,1
41.773,-87.587,1
41.773,-87.586,6
41.773,-87.585,3
41.773,-87.584,2
41.773,-87.583,4
41.773,-87.582,2
41.773,-87.58,1
41.773,-87.576,7
41.773,-87.575,1
41.773,-87.572,2
41.773,-87.57,3
41.773,-87.567,1
41.774,-87.742,1
41.774,-87.725,1
41.774,-87.723,1
41.774,-87.718,1
41.774,-87.702,1
41.774,-87.693,1
41.774,-87.692,1
41.774,-87.664,1
41.774,-87.651,1
41.774,-87.649,1
41.774,-87.646,1
41.774,-87.645,3
41.774,-87.644,1
41.774,-87.636,2
41.774,-87.632,1
41.774,-87.628,1
41.774,-87.615,2
41.774,-87.614,1
41.774,-87.611,1
41.774,-87.606,1
41.774,-87.605,1
41.774,-87.6,2
41.774,-87.597,1
41.774,-87.596,1
41.774,-87.59,1
41.774,-87.586,4
41.775,-87.753,1
41.775,-87.729,1
41.775,-87.728,1
41.775,-87.723,1
41.775,-87.702,1
41.775,-87.701,1
41.775,-87.698,2
41.775,-87.694,1
41.775,-87.693,1
41.775,-87.692,1
41.775,-87.688,1
41.775,-87.684,1
41.775,-87.676,1
41.775,-87.667,1
41.775,-87.663,1
41.775,-87.654,1
41.775,-87.652,1
41.775,-87.65,1
41.775,-87.647,2
41.775,-87.636,1
41.775,-87.635,1
41.775,-87.633,1
41.775,-87.632,1
41.775,-87.625,2
41.775,-87.61,4
41.775,-87.603,1
41.775,-87.596,1
41.775,-87.586,3
41.776,-87.742,2
41.776,-87.724,1
41.776,-87.723,1
41.776,-87.704,1
41.776,-87.703,2
41.776,-87.692,1
41.776,-87.691,1
41.776,-87.69,1
41.776,-87.686,1
41.776,-87.683,1
41.776,-87.646,1
41.776,-87.645,2
41.776,-87.638,1
41.776,-87.637,1
41.776,-87.616,1
41.776,-87.614,1
41.776,-87.609,1
41.776,-87.607,1
41.776,-87.606,2
41.776,-87.599,1
41.776,-87.595,1
41.776,-87.59,1
41.776,-87.586,2
41.776,-87.57,1
41.777,-87.797,1
41.777,-87.76,1
41.777,-87.732,1
41.777,-87.717,1
41.777,-87.703,1
41.777,-87.696,1
41.777,-87.693,1
41.777,-87.692,1
41.777,-87.69,2
41.777,-87.688,6
41.777,-87.686,1
41.777,-87.684,2
41.777,-87.675,1
41.777,-87.671,2
41.777,-87.668,1
41.777,-87.667,1
41.777,-87.664,2
41.777,-87.663,1
41.777,-87.654,1
41.777,-87.651,1
41.777,-87.641,2
41.777,-87.615,1
41.777,-87.605,1
41.777,-87.604,1
41.778,-87.783,1
41.778,-87.779,1
41.778,-87.776,1
41.778,-87.775,1
41.778,-87.762,1
41.778,-87.742,2
41.778,-87.74,1
41.778,-87.728,1
41.778,-87.702,1
41.778,-87.701,3
41.778,-87.699,1
41.778,-87.698,1
41.778,-87.696,2
41.778,-87.692,2
41.778,-87.689,2
41.778,-87.684,1
41.778,-87.673,1
41.778,-87.667,2
41.778,-87.662,1
41.778,-87.658,1
41.778,-87.657,1
41.778,-87.644,1
41.778,-87.634,2
41.778,-87.632,1
41.778,-87.616,8
41.778,-87.611,1
41.778,-87.603,2
41.778,-87.6,1
41.778,-87.599,4
41.778,-87.586,3
41.779,-87.733,1
41.779,-87.73,1
41.779,-87.726,1
41.779,-87.724,2
41.779,-87.721,1
41.779,-87.71,1
41.779,-87.706,2
41.779,-87.704,2
41.779,-87.703,1
41.779,-87.701,3
41.779,-87.699,1
41.779,-87.698,2
41.779,-87.697,1
41.779,-87.696,2
41.779,-87.695,4
41.779,-87.694,1
41.779,-87.693,4
41.779,-87.691,1
41.779,-87.69,3
41.779,-87.689,4
41.779,-87.688,5
41.779,-87.686,2
41.779,-87.685,2
41.779,-87.684,6
41.779,-87.683,1
41.779,-87.682,1
41.779,-87.678,1
41.779,-87.677,2
41.779,-87.676,2
41.779,-87.675,2
41.779,-87.674,4
41.779,-87.673,2
41.779,-87.671,2
41.779,-87.668,1
41.779,-87.666,1
41.779,-87.665,1
41.779,-87.664,23
41.779,-87.663,2
41.779,-87.662,1
41.779,-87.654,4
41.779,-87.653,1
41.779,-87.65,3
41.779,-87.645,3
41.779,-87.641,2
41.779,-87.617,3
41.779,-87.616,4
41.779,-87.606,1
41.779,-87.604,1
41.779,-87.596,1
41.78,-87.741,1
41.78,-87.706,1
41.78,-87.703,3
41.78,-87.702,2
41.78,-87.701,2
41.78,-87.698,1
41.78,-87.696,1
41.78,-87.693,1
41.78,-87.692,1
41.78,-87.691,1
41.78,-87.69,1
41.78,-87.689,3
41.78,-87.685,1
41.78,-87.684,4
41.78,-87.664,4
41.78,-87.657,1
41.78,-87.655,1
41.78,-87.654,2
41.78,-87.651,1
41.78,-87.65,1
41.78,-87.649,1
41.78,-87.646,1
41.78,-87.645,3
41.78,-87.642,2
41.78,-87.641,7
41.78,-87.639,1
41.78,-87.635,1
41.78,-87.632,5
41.78,-87.631,12
41.78,-87.63,1
41.78,-87.629,3
41.78,-87.627,1
41.78,-87.626,1
41.78,-87.616,9
41.78,-87.615,2
41.78,-87.614,1
41.78,-87.613,3
41.78,-87.611,3
41.78,-87.609,1
41.78,-87.608,1
41.78,-87.606,7
41.78,-87.605,1
41.78,-87.603,4
41.78,-87.596,1
41.78,-87.591,1
41.78,-87.586,2
41.781,-87.703,1
41.781,-87.691,1
41.781,-87.689,3
41.781,-87.687,2
41.781,-87.686,1
41.781,-87.674,1
41.781,-87.672,1
41.781,-87.67,2
41.781,-87.667,1
41.781,-87.665,1
41.781,-87.664,3
41.781,-87.663,2
41.781,-87.659,2
41.781,-87.658,1
41.781,-87.653,4
41.781,-87.652,1
41.781,-87.645,1
41.781,-87.643,3
41.781,-87.641,1
41.781,-87.625,1
41.781,-87.624,1
41.781,-87.617,1
41.781,-87.616,2
41.781,-87.613,2
41.781,-87.606,3
41.781,-87.601,1
41.781,-87.594,1
41.781,-87.587,1
41.782,-87.789,1
41.782,-87.739,1
41.782,-87.729,1
41.782,-87.719,1
41.782,-87.718,1
41.782,-87.714,1
41.782,-87.713,1
41.782,-87.703,1
41.782,-87.702,1
41.782,-87.701,2
41.782,-87.7,1
41.782,-87.698,1
41.782,-87.697,1
41.782,-87.695,1
41.782,-87.693,2
41.782,-87.692,1
41.782,-87.691,5
41.782,-87.69,1
41.782,-87.687,1
41.782,-87.686,3
41.782,-87.685,1
41.782,-87.684,1
41.782,-87.669,1
41.782,-87.664,2
41.782,-87.663,1
41.782,-87.662,1
41.782,-87.661,1
41.782,-87.657,1
41.782,-87.651,1
41.782,-87.65,1
41.782,-87.649,1
41.782,-87.641,1
41.782,-87.635,1
41.782,-87.621,1
41.782,-87.616,1
41.782,-87.614,2
41.782,-87.613,3
41.782,-87.606,1
41.782,-87.604,1
41.782,-87.601,1
41.782,-87.598,1
41.783,-87.719,1
41.783,-87.703,2
41.783,-87.701,1
41.783,-87.7,1
41.783,-87.689,1
41.783,-87.686,1
41.783,-87.664,4
41.783,-87.661,1
41.783,-87.658,1
41.783,-87.655,1
41.783,-87.653,1
41.783,-87.651,2
41.783,-87.65,2
41.783,-87.646,1
41.783,-87.639,1
41.783,-87.638,1
41.783,-87.624,4
41.783,-87.622,4
41.783,-87.621,2
41.783,-87.619,1
41.783,-87.616,3
41.783,-87.614,2
41.783,-87.613,2
41.783,-87.598,1
41.783,-87.595,2
41.784,-87.736,1
41.784,-87.725,1
41.784,-87.723,1
41.784,-87.709,1
41.784,-87.703,3
41.784,-87.701,1
41.784,-87.7,1
41.784,-87.697,1
41.784,-87.695,1
41.784,-87.694,1
41.784,-87.692,1
41.784,-87.69,1
41.784,-87.687,1
41.784,-87.686,1
41.784,-87.684,1
41.784,-87.674,1
41.784,-87.672,2
41.784,-87.67,1
41.784,-87.663,1
41.784,-87.661,1
41.784,-87.659,1
41.784,-87.653,1
41.784,-87.651,1
41.784,-87.644,1
41.784,-87.629,1
41.784,-87.613,1
41.784,-87.606,1
41.784,-87.604,1
41.784,-87.593,1
41.784,-87.588,1
41.785,-87.762,1
41.785,-87.694,1
41.785,-87.662,1
41.785,-87.661,1
41.785,-87.655,1
41.785,-87.654,1
41.785,-87.65,1
41.785,-87.625,1
41.785,-87.624,1
41.785,-87.621,2
41.785,-87.617,1
41.785,-87.613,2
41.785,-87.612,1
41.785,-87.609,1
41.785,-87.606,1
41.785,-87.604,1
41.786,-87.739,6
41.786,-87.737,1
41.786,-87.733,1
41.786,-87.726,1
41.786,-87.723,2
41.786,-87.721,1
41.786,-87.716,1
41.786,-87.703,2
41.786,-87.698,2
41.786,-87.695,1
41.786,-87.694,2
41.786,-87.693,1
41.786,-87.692,1
41.786,-87.691,3
41.786,-87.69,1
41.786,-87.689,5
41.786,-87.688,1
41.786,-87.687,1
41.786,-87.686,1
41.786,-87.684,3
41.786,-87.673,2
41.786,-87.67,1
41.786,-87.666,1
41.786,-87.664,3
41.786,-87.662,1
41.786,-87.657,2
41.786,-87.655,1
41.786,-87.653,1
41.786,-87.652,1
41.786,-87.65,3
41.786,-87.649,1
41.786,-87.621,1
41.786,-87.62,1
41.786,-87.613,1
41.786,-87.607,1
41.787,-87.734,1
41.787,-87.717,1
41.787,-87.703,1
41.787,-87.687,1
41.787,-87.684,1
41.787,-87.679,1
41.787,-87.677,1
41.787,-87.669,2
41.787,-87.666,2
41.787,-87.665,3
41.787,-87.664,2
41.787,-87.66,1
41.787,-87.659,1
41.787,-87.656,1
41.787,-87.655,1
41.787,-87.652,1
41.787,-87.647,2
41.787,-87.646,1
41.787,-87.629,1
41.787,-87.626,1
41.787,-87.625,1
41.787,-87.616,2
41.788,-87.715,1
41.788,-87.699,2
41.788,-87.692,1
41.788,-87.689,1
41.788,-87.684,1
41.788,-87.682,1
41.788,-87.67,1
41.788,-87.667,1
41.788,-87.662,1
41.788,-87.647,1
41.788,-87.643,1
41.788,-87.622,2
41.788,-87.619,1
41.788,-87.616,1
41.788,-87.606,1
41.788,-87.588,1
41.789,-87.741,7
41.789,-87.703,2
41.789,-87.701,1
41.789,-87.686,1
41.789,-87.668,1
41.789,-87.666,1
41.789,-87.657,1
41.789,-87.651,1
41.789,-87.647,2
41.789,-87.626,1
41.789,-87.625,1
41.789,-87.622,2
41.789,-87.62,1
41.789,-87.616,1
41.789,-87.606,1
41.789,-87.59,1
41.79,-87.712,1
41.79,-87.71,1
41.79,-87.702,1
41.79,-87.699,2
41.79,-87.697,1
41.79,-87.695,1
41.79,-87.694,1
41.79,-87.671,1
41.79,-87.668,1
41.79,-87.662,1
41.79,-87.656,1
41.79,-87.65,1
41.79,-87.649,1
41.79,-87.647,1
41.79,-87.621,1
41.79,-87.616,1
41.791,-87.732,1
41.791,-87.711,3
41.791,-87.706,1
41.791,-87.702,1
41.791,-87.695,1
41.791,-87.693,1
41.791,-87.689,2
41.791,-87.673,1
41.791,-87.671,2
41.791,-87.663,1
41.791,-87.641,1
41.791,-87.626,3
41.791,-87.625,1
41.791,-87.624,1
41.791,-87.62,1
41.791,-87.608,1
41.791,-87.605,1
41.791,-87.595,1
41.791,-87.593,1
41.791,-87.59,1
41.791,-87.587,1
41.791,-87.58,1
41.792,-87.801,2
41.792,-87.785,1
41.792,-87.728,1
41.792,-87.697,1
41.792,-87.687,1
41.792,-87.685,1
41.792,-87.675,1
41.792,-87.673,1
41.792,-87.672,1
41.792,-87.671,1
41.792,-87.669,1
41.792,-87.668,1
41.792,-87.662,1
41.792,-87.661,1
41.792,-87.654,2
41.792,-87.645,1
41.792,-87.644,1
41.792,-87.633,1
41.792,-87.628,1
41.792,-87.624,4
41.792,-87.622,3
41.792,-87.619,1
41.792,-87.614,1
41.793,-87.74,1
41.793,-87.732,3
41.793,-87.731,1
41.793,-87.718,1
41.793,-87.716,1
41.793,-87.711,1
41.793,-87.706,1
41.793,-87.705,1
41.793,-87.702,1
41.793,-87.701,1
41.793,-87.7,1
41.793,-87.684,1
41.793,-87.677,2
41.793,-87.675,1
41.793,-87.666,2
41.793,-87.665,4
41.793,-87.657,1
41.793,-87.655,2
41.793,-87.629,1
41.793,-87.596,1
41.793,-87.593,1
41.793,-87.59,2
41.793,-87.588,1
41.793,-87.586,1
41.794,-87.775,1
41.794,-87.705,1
41.794,-87.704,2
41.794,-87.7,1
41.794,-87.694,1
41.794,-87.693,1
41.794,-87.685,1
41.794,-87.682,1
41.794,-87.68,1
41.794,-87.678,1
41.794,-87.677,1
41.794,-87.676,1
41.794,-87.675,1
41.794,-87.674,1
41.794,-87.673,1
41.794,-87.669,1
41.794,-87.667,1
41.794,-87.666,1
41.794,-87.665,1
41.794,-87.664,3
41.794,-87.663,2
41.794,-87.662,1
41.794,-87.659,1
41.794,-87.656,1
41.794,-87.649,1
41.794,-87.646,3
41.794,-87.645,2
41.794,-87.643,1
41.794,-87.632,1
41.794,-87.631,1
41.794,-87.63,1
41.794,-87.627,1
41.794,-87.626,3
41.794,-87.625,2
41.794,-87.624,2
41.794,-87.622,1
41.794,-87.621,2
41.794,-87.62,1
41.794,-87.618,3
41.794,-87.616,3
41.794,-87.613,1
41.794,-87.604,1
41.794,-87.601,1
41.794,-87.59,2
41.794,-87.585,1
41.795,-87.765,1
41.795,-87.756,1
41.795,-87.73,1
41.795,-87.727,1
41.795,-87.723,1
41.795,-87.718,1
41.795,-87.709,2
41.795,-87.704,1
41.795,-87.696,1
41.795,-87.674,1
41.795,-87.672,2
41.795,-87.667,2
41.795,-87.666,1
41.795,-87.665,1
41.795,-87.663,1
41.795,-87.662,1
41.795,-87.661,1
41.795,-87.66,1
41.795,-87.655,1
41.795,-87.652,1
41.795,-87.645,4
41.795,-87.633,2
41.795,-87.632,5
41.795,-87.631,14
41.795,-87.629,2
41.795,-87.628,1
41.795,-87.62,1
41.795,-87.618,2
41.795,-87.617,2
41.795,-87.616,1
41.795,-87.606,1
41.795,-87.597,3
41.795,-87.593,1
41.795,-87.588,2
41.795,-87.584,2
41.795,-87.583,2
41.796,-87.763,2
41.796,-87.762,1
41.796,-87.759,1
41.796,-87.723,2
41.796,-87.702,2
41.796,-87.699,1
41.796,-87.648,1
41.796,-87.645,2
41.796,-87.633,1
41.796,-87.631,3
41.796,-87.621,1
41.796,-87.603,1
41.796,-87.591,1
41.796,-87.585,2
41.796,-87.584,2
41.797,-87.795,1
41.797,-87.757,2
41.797,-87.753,1
41.797,-87.752,1
41.797,-87.706,1
41.797,-87.701,1
41.797,-87.689,1
41.797,-87.687,1
41.797,-87.684,2
41.797,-87.665,3
41.797,-87.661,3
41.797,-87.645,1
41.797,-87.644,1
41.797,-87.603,1
41.797,-87.6,1
41.797,-87.597,2
41.797,-87.595,2
41.797,-87.593,4
41.797,-87.589,2
41.797,-87.587,1
41.797,-87.585,1
41.798,-87.749,1
41.798,-87.733,1
41.798,-87.729,1
41.798,-87.728,1
41.798,-87.709,1
41.798,-87.684,1
41.798,-87.677,1
41.798,-87.665,1
41.798,-87.64,1
41.798,-87.632,1
41.798,-87.625,1
41.798,-87.623,1
41.798,-87.618,2
41.798,-87.606,1
41.798,-87.605,1
41.798,-87.601,1
41.798,-87.599,1
41.798,-87.598,1
41.798,-87.596,2
41.798,-87.593,1
41.798,-87.59,1
41.798,-87.589,1
41.798,-87.585,1
41.799,-87.793,1
41.799,-87.775,1
41.799,-87.732,1
41.799,-87.723,1
41.799,-87.698,1
41.799,-87.694,1
41.799,-87.685,1
41.799,-87.665,2
41.799,-87.663,1
41.799,-87.662,1
41.799,-87.66,1
41.799,-87.654,1
41.799,-87.653,1
41.799,-87.651,1
41.799,-87.648,1
41.799,-87.618,1
41.799,-87.604,1
41.799,-87.603,4
41.799,-87.601,1
41.799,-87.6,1
41.799,-87.597,1
41.799,-87.596,2
41.799,-87.593,2
41.799,-87.592,1
41.799,-87.589,2
41.799,-87.588,2
41.799,-87.587,1
41.799,-87.586,1
41.8,-87.745,1
41.8,-87.743,2
41.8,-87.731,1
41.8,-87.723,8
41.8,-87.694,1
41.8,-87.689,2
41.8,-87.688,1
41.8,-87.674,1
41.8,-87.668,1
41.8,-87.657,1
41.8,-87.621,1
41.8,-87.619,1
41.8,-87.603,1
41.8,-87.598,1
41.8,-87.592,1
41.8,-87.588,3
41.8,-87.587,4
41.801,-87.73,1
41.801,-87.729,1
41.801,-87.727,1
41.801,-87.703,1
41.801,-87.692,3
41.801,-87.689,1
41.801,-87.684,2
