Latitude,Longitude,Primary Type,Hour,Month
41.976290414,-87.905227221,THEFT,14,7
41.787793481,-87.692417896,ROBBERY,0,7
41.870193366,-87.664103072,ROBBERY,2,7
41.749732039,-87.663420789,ROBBERY,1,7
41.897963083,-87.632033445,ROBBERY,1,7
41.787887518,-87.714575588,ROBBERY,0,7
41.880579428,-87.627732563,ROBBERY,23,6
41.909117784,-87.728946237,ROBBERY,16,6
41.892968409,-87.635610325,ROBBERY,4,7
41.726311229,-87.6567185,ROBBERY,1,7
41.885481891,-87.627935689,THEFT,2,7
41.924378772,-87.774518362,ROBBERY,22,7
41.750991481,-87.622289537,ROBBERY,19,7
41.841701633,-87.722039432,ROBBERY,19,7
41.867081407,-87.619003708,THEFT,16,7
41.823033098,-87.618528623,ROBBERY,9,7
41.908305473,-87.628793935,ROBBERY,23,7
41.909897313,-87.760566661,ROBBERY,4,7
41.899261233,-87.699561823,ROBBERY,23,7
41.884613395,-87.706228705,THEFT,23,7
41.945047856,-87.759961761,ROBBERY,6,7
41.872516604,-87.662496354,ROBBERY,16,7
41.89274448,-87.713792309,ROBBERY,19,7
41.796980711,-87.701216008,ROBBERY,14,7
41.931776952,-87.72791651,THEFT,13,7
41.915681997,-87.736291363,THEFT,14,7
41.773382291,-87.58219664,THEFT,11,7
41.853001768,-87.69912676,THEFT,5,7
41.859776693,-87.717667769,ROBBERY,10,7
41.922786529,-87.645045119,THEFT,1,7
41.910134206,-87.75690542,ROBBERY,4,7
41.772863433,-87.58384871,ROBBERY,4,7
41.904235634,-87.691985678,ROBBERY,3,7
41.873554102,-87.737678626,ROBBERY,11,7
41.78384739,-87.674025229,ROBBERY,21,7
41.876746804,-87.64144152,THEFT,6,7
41.695062798,-87.637614302,ROBBERY,5,7
41.893179585,-87.634686145,ROBBERY,3,7
41.761089218,-87.64551866,THEFT,5,7
41.885686584,-87.749464571,ROBBERY,1,7
41.924947914,-87.700678316,ROBBERY,2,7
41.929267764,-87.698768778,ROBBERY,1,7
41.801712698,-87.595076567,ROBBERY,1,7
41.866217989,-87.721875695,ROBBERY,2,7
41.865619133,-87.763374067,THEFT,13,7
41.939436148,-87.649250961,ROBBERY,14,7
41.980783214,-87.903898835,ROBBERY,4,7
41.873333547,-87.662821937,THEFT,19,7
41.752564662,-87.637191609,ROBBERY,18,7
41.768788957,-87.625513163,ROBBERY,16,7
41.867293336,-87.711578293,ROBBERY,15,7
41.895877613,-87.706566627,ROBBERY,18,7
41.88336939,-87.633860272,THEFT,18,7
41.8744151,-87.627609439,THEFT,17,7
41.89499875,-87.746419366,THEFT,5,7
41.932714992,-87.709877544,ROBBERY,16,7
41.959041217,-87.656265869,ROBBERY,14,7
41.909664252,-87.742728815,THEFT,13,7
41.808944648,-87.70400715,ROBBERY,15,7
41.750185415,-87.644029945,ROBBERY,0,7
41.911568497,-87.772789486,ROBBERY,3,7
41.800908558,-87.644091747,ROBBERY,13,7
41.678018588,-87.62339354,ROBBERY,9,7
41.738744511,-87.551456283,ROBBERY,5,7
41.750832464,-87.605224746,ROBBERY,4,7
41.736126864,-87.629184056,THEFT,21,7
41.746773864,-87.65923006,ROBBERY,17,7
41.769082376,-87.57515359,ROBBERY,4,7
41.884640562,-87.629465296,THEFT,14,7
41.786068521,-87.686267652,ROBBERY,17,7
41.766102387,-87.573539169,THEFT,14,6
41.909740607,-87.73732396,ROBBERY,15,5
41.902033103,-87.692672596,ROBBERY,21,5
41.744647338,-87.552238463,ROBBERY,21,7
41.894468631,-87.745788804,ROBBERY,22,7
41.728577705,-87.598574176,ROBBERY,20,7
41.884620263,-87.765019364,ROBBERY,23,7
41.773184708,-87.693241558,ROBBERY,22,7
41.903851922,-87.733719967,ROBBERY,20,7
41.747233609,-87.556454267,ROBBERY,21,7
41.945910991,-87.655474824,THEFT,20,7
41.8848616,-87.627920479,ROBBERY,11,7
41.905936496,-87.640858265,ROBBERY,20,7
41.931589197,-87.74244575,ROBBERY,14,7
41.900926862,-87.750839149,THEFT,10,7
41.915413523,-87.720748667,ROBBERY,9,7
41.754592961,-87.741528537,ROBBERY,20,7
41.875625633,-87.629450396,ROBBERY,22,7
41.736272399,-87.64413477,ROBBERY,19,7
41.923054841,-87.804389404,ROBBERY,22,7
41.78490137,-87.61325803,ROBBERY,23,7
41.885888079,-87.627942238,THEFT,17,7
41.851630289,-87.717911066,ROBBERY,10,7
41.910860169,-87.65195519,THEFT,11,7
41.896033163,-87.711453877,ROBBERY,7,7
41.931265251,-87.766924444,ROBBERY,9,7
41.8926701,-87.628106353,THEFT,3,7
41.9039189,-87.630373993,ROBBERY,12,7
41.906187671,-87.72648318,ROBBERY,21,7
41.8939091,-87.660810734,ROBBERY,18,7
41.938380973,-87.711241075,ROBBERY,14,7
42.015938932,-87.673156906,ROBBERY,19,7
41.828439817,-87.621704653,ROBBERY,17,7
41.800897763,-87.59894786,ROBBERY,21,7
41.909798633,-87.652036281,THEFT,23,7
41.912843356,-87.780464288,ROBBERY,10,7
41.96242493,-87.693608546,ROBBERY,11,7
41.899564734,-87.676413943,THEFT,12,7
41.851652503,-87.715914119,ROBBERY,6,7
41.89403137,-87.748833968,ROBBERY,7,7
41.76028691,-87.61223945,ROBBERY,7,7
41.809482639,-87.704027561,ROBBERY,5,7
41.947376194,-87.659168334,ROBBERY,9,7
41.880475282,-87.725665283,ROBBERY,19,7
41.713753878,-87.642987258,ROBBERY,22,7
41.919062591,-87.647333823,ROBBERY,22,7
41.955436401,-87.679652922,ROBBERY,2,7
41.887238537,-87.763964185,ROBBERY,2,7
41.761706086,-87.60317387,ROBBERY,14,7
41.76533868,-87.610416098,ROBBERY,1,7
41.983649153,-87.658712242,THEFT,21,7
41.760606622,-87.651571506,ROBBERY,22,7
41.964499839,-87.661002797,ROBBERY,16,7
41.918578314,-87.636183854,THEFT,11,7
41.775213354,-87.649528794,ROBBERY,12,7
41.866184544,-87.724361483,ROBBERY,4,7
41.884177138,-87.677261992,ROBBERY,21,7
41.77268594,-87.605758495,ROBBERY,14,7
41.89432798,-87.719940148,ROBBERY,4,7
41.866331725,-87.666379171,THEFT,17,7
41.933802868,-87.779702636,ROBBERY,3,7
41.747689769,-87.671859457,ROBBERY,7,7
41.901823251,-87.726278394,ROBBERY,22,7
41.862842099,-87.702010464,ROBBERY,21,7
41.897114739,-87.697981589,ROBBERY,5,6
41.749899475,-87.663426378,ROBBERY,0,7
41.969534744,-87.755090524,ROBBERY,22,7
41.852355707,-87.715019094,ROBBERY,23,7
41.826358557,-87.633134667,THEFT,23,7
41.710047727,-87.640488874,ROBBERY,22,7
41.750936036,-87.682871596,ROBBERY,18,7
41.909152038,-87.652675042,THEFT,1,7
41.901626655,-87.765636312,ROBBERY,16,7
41.892753031,-87.624193896,THEFT,16,7
41.757009515,-87.580470766,ROBBERY,22,7
41.856362937,-87.685750435,THEFT,19,7
41.891662431,-87.628466349,THEFT,19,7
41.722573058,-87.567048361,ROBBERY,15,7
41.94715825,-87.658505286,ROBBERY,15,7
41.903775756,-87.639324074,THEFT,16,7
41.871530533,-87.744926805,ROBBERY,17,7
41.859811169,-87.72620603,ROBBERY,14,7
41.884571034,-87.745427795,ROBBERY,10,7
41.750515364,-87.613697427,ROBBERY,13,7
41.779582501,-87.640862796,ROBBERY,9,7
41.936814564,-87.815257672,THEFT,11,7
41.852394125,-87.715018724,THEFT,8,7
41.879494129,-87.745955373,ROBBERY,9,7
41.749034032,-87.557696847,ROBBERY,1,6
41.721689256,-87.626539467,ROBBERY,19,6
41.88529876,-87.624489335,THEFT,18,7
41.895363905,-87.726390989,THEFT,16,7
41.848181157,-87.690431801,ROBBERY,14,7
41.910195948,-87.699369172,ROBBERY,15,7
41.927998524,-87.673208159,ROBBERY,18,7
41.903343349,-87.667801443,THEFT,18,7
41.968446906,-87.708775431,ROBBERY,1,7
41.868232071,-87.705059779,ROBBERY,11,7
41.773556277,-87.664056445,THEFT,20,7
41.851393305,-87.723903515,ROBBERY,23,7
41.816062126,-87.624644373,ROBBERY,20,7
41.733733884,-87.649642862,ROBBERY,22,7
41.74739313,-87.619100809,ROBBERY,23,7
41.681109736,-87.642018411,ROBBERY,21,7
41.882227891,-87.720834401,ROBBERY,23,7
41.925496725,-87.715794268,ROBBERY,23,7
41.894037998,-87.755566325,ROBBERY,22,7
41.839113859,-87.646305794,ROBBERY,22,7
41.905379201,-87.649522814,ROBBERY,21,7
41.817259769,-87.635588963,ROBBERY,22,7
41.78217519,-87.687388414,ROBBERY,4,7
41.898450088,-87.673457468,ROBBERY,3,7
41.887968146,-87.625701143,ROBBERY,3,7
41.779391377,-87.668435711,ROBBERY,18,7
41.812669441,-87.704154102,ROBBERY,17,7
41.888757117,-87.633988801,THEFT,18,7
41.845506722,-87.633370001,ROBBERY,13,7
41.908697313,-87.711867343,THEFT,18,7
41.881631341,-87.632355275,ROBBERY,14,7
41.878638996,-87.627691486,THEFT,15,7
41.919945833,-87.687485275,THEFT,11,7
41.844538907,-87.703196029,ROBBERY,12,7
41.806308386,-87.656398268,ROBBERY,11,7
41.87766908,-87.629284766,THEFT,13,7
41.883910746,-87.706206198,ROBBERY,21,6
41.987362912,-87.702293402,ROBBERY,10,6
41.779012821,-87.664208692,ROBBERY,0,7
41.872770124,-87.735207523,ROBBERY,1,7
41.900846448,-87.623413777,ROBBERY,1,7
41.727590123,-87.585023579,ROBBERY,0,7
41.871667582,-87.696041706,ROBBERY,11,7
41.750320344,-87.666427043,ROBBERY,12,7
41.880509252,-87.624358666,ROBBERY,21,7
41.903927445,-87.629529005,THEFT,0,7
41.869494287,-87.722843118,ROBBERY,20,7
41.880420133,-87.651331272,ROBBERY,1,7
41.910835515,-87.653351515,ROBBERY,15,7
41.894807897,-87.633044963,THEFT,11,7
41.89765683,-87.726152565,THEFT,16,7
41.872906974,-87.758238727,ROBBERY,16,7
41.831920035,-87.621783524,ROBBERY,16,7
41.976290414,-87.905227221,THEFT,12,7
41.880586939,-87.706110174,THEFT,9,7
41.773320568,-87.587465382,ROBBERY,12,7
41.722768379,-87.624410361,THEFT,10,7
41.808176943,-87.700636452,ROBBERY,3,7
41.85733537,-87.656411027,THEFT,1,7
41.890824988,-87.630183362,ROBBERY,4,7
41.973263481,-87.658435722,THEFT,3,7
41.856581054,-87.719985296,ROBBERY,0,7
41.89049036,-87.655774619,ROBBERY,2,7
41.890013771,-87.631705393,ROBBERY,2,7
41.878638996,-87.627691486,ROBBERY,17,7
41.950777806,-87.664121019,THEFT,16,7
41.755951067,-87.616649337,ROBBERY,21,7
41.75389304,-87.553878184,THEFT,3,7
41.889031102,-87.716263129,ROBBERY,23,7
41.887486889,-87.625981892,ROBBERY,22,7
41.905043352,-87.749244158,ROBBERY,22,7
41.885879253,-87.630979425,THEFT,15,7
41.947252263,-87.65350869,ROBBERY,0,7
41.882786228,-87.706823115,ROBBERY,21,7
41.894196224,-87.719934063,ROBBERY,13,7
41.886759742,-87.706292182,ROBBERY,15,7
41.860299399,-87.712809744,ROBBERY,14,6
41.779059693,-87.615596501,ROBBERY,2,6
42.019815524,-87.66729486,ROBBERY,16,7
41.808914329,-87.608972694,ROBBERY,13,7
41.909658573,-87.634664454,ROBBERY,2,7
41.909573038,-87.750117639,ROBBERY,11,7
42.000332559,-87.679355484,ROBBERY,12,7
41.862138032,-87.65088315,ROBBERY,11,7
41.885481891,-87.627935689,THEFT,11,7
41.761091088,-87.643084885,ROBBERY,1,7
41.865223317,-87.657506294,ROBBERY,22,7
41.774905362,-87.676224815,ROBBERY,13,7
41.779960201,-87.632099778,ROBBERY,20,7
41.75033427,-87.665045312,ROBBERY,17,7
41.807111738,-87.607731238,ROBBERY,17,7
41.921751279,-87.652757947,THEFT,1,7
41.765788342,-87.590987258,ROBBERY,17,7
41.903687445,-87.632914878,ROBBERY,3,7
41.924690764,-87.709856457,ROBBERY,12,7
41.793211097,-87.664563436,ROBBERY,9,7
41.885481891,-87.627935689,THEFT,9,7
41.673199969,-87.640554747,ROBBERY,8,7
41.88060406,-87.736089224,ROBBERY,3,7
41.870387635,-87.735115917,ROBBERY,4,7
41.890013771,-87.631705393,THEFT,1,7
41.783522021,-87.593125671,THEFT,0,7
41.855233644,-87.71283669,ROBBERY,3,7
41.784332848,-87.709351828,ROBBERY,4,7
42.019399237,-87.675049485,ROBBERY,4,7
41.880801792,-87.625515824,ROBBERY,19,7
41.968382827,-87.715189025,ROBBERY,2,7
42.018498254,-87.672983233,THEFT,3,7
41.962190295,-87.720521421,ROBBERY,19,7
41.96805477,-87.667326866,THEFT,15,7
41.879499198,-87.627002693,ROBBERY,16,6
41.88233367,-87.627841791,ROBBERY,13,1
41.885751514,-87.628494602,ROBBERY,17,7
41.747639564,-87.695005161,ROBBERY,13,7
41.916263362,-87.799162027,ROBBERY,14,7
41.851672339,-87.695440063,ROBBERY,22,7
41.880775433,-87.627029031,THEFT,16,7
41.99222613,-87.694939803,ROBBERY,19,7
41.93991842,-87.653288878,THEFT,22,7
41.795232929,-87.583555139,ROBBERY,21,7
41.784225452,-87.687437501,THEFT,19,7
41.657251865,-87.600179558,THEFT,23,7
41.780313815,-87.66424283,ROBBERY,22,7
41.796970514,-87.689007523,ROBBERY,1,7
41.890053025,-87.628704402,ROBBERY,4,6
41.922607933,-87.697353936,THEFT,15,7
41.881307619,-87.676949835,ROBBERY,14,7
41.9635303,-87.718111253,ROBBERY,14,7
41.892017399,-87.624165306,THEFT,17,7
41.948131367,-87.649510899,THEFT,15,7
41.77861786,-87.603832639,ROBBERY,10,7
41.880362306,-87.755891501,THEFT,11,7
41.892864392,-87.770675902,THEFT,12,7
41.768003513,-87.663875893,ROBBERY,8,7
41.909525798,-87.753795526,ROBBERY,11,7
41.953527155,-87.757154271,ROBBERY,7,7
41.814322906,-87.622972448,THEFT,2,7
41.882184655,-87.768617687,ROBBERY,1,7
41.751290617,-87.604768806,ROBBERY,1,7
41.783490389,-87.700827875,ROBBERY,3,7
41.865601613,-87.71950626,ROBBERY,2,7
41.891071345,-87.629633426,ROBBERY,3,7
41.913270306,-87.632916661,THEFT,1,7
41.754179421,-87.626139146,ROBBERY,0,7
41.802187969,-87.581614573,ROBBERY,21,7
41.877104077,-87.724390016,ROBBERY,16,7
41.935559608,-87.645749431,ROBBERY,1,7
41.90590813,-87.753100877,ROBBERY,6,7
41.895479821,-87.714177247,THEFT,18,6
41.841254383,-87.621962698,ROBBERY,0,7
41.984622486,-87.836582104,THEFT,16,7
41.884243737,-87.704370448,ROBBERY,8,6
41.756308361,-87.576088271,ROBBERY,9,6
41.750317104,-87.619750027,ROBBERY,16,6
41.853268942,-87.705298,ROBBERY,10,6
41.716561501,-87.570947357,ROBBERY,21,6
41.733014083,-87.603557532,ROBBERY,11,6
41.871495318,-87.67522912,ROBBERY,22,6
41.758249888,-87.566356527,ROBBERY,3,5
41.778767526,-87.683627986,ROBBERY,14,7
41.708335899,-87.639229114,ROBBERY,11,7
41.891412551,-87.647934597,THEFT,16,7
41.775954169,-87.594543506,ROBBERY,22,7
41.884276844,-87.622098929,THEFT,15,7
41.899410159,-87.624131266,THEFT,10,7
41.882985588,-87.721917826,ROBBERY,17,7
41.969330114,-87.659679691,ROBBERY,12,7
41.88336939,-87.633860272,THEFT,17,7
41.880287347,-87.761752861,ROBBERY,22,7
41.937979548,-87.81193669,ROBBERY,23,7
41.850359857,-87.623741058,ROBBERY,11,7
41.885360796,-87.716030364,ROBBERY,23,7
41.839320243,-87.650542155,ROBBERY,22,7
41.854255981,-87.653103244,ROBBERY,21,7
41.884653752,-87.626251847,THEFT,22,7
41.802869042,-87.60642207,ROBBERY,21,7
41.80533715,-87.589008745,THEFT,22,7
41.893070845,-87.628120309,THEFT,17,7
41.878236649,-87.626524551,ROBBERY,18,7
41.798679621,-87.651351484,ROBBERY,19,7
41.804206784,-87.667284274,ROBBERY,16,7
41.882381731,-87.629412971,THEFT,14,7
41.885517614,-87.726921208,ROBBERY,14,7
41.867402548,-87.651058457,THEFT,13,7
41.884472382,-87.633378182,THEFT,14,7
41.904538325,-87.632942313,ROBBERY,3,7
41.968407833,-87.712703021,ROBBERY,10,7
41.809301105,-87.690571276,ROBBERY,9,7
41.870498342,-87.764465233,THEFT,10,7
41.781710088,-87.635094549,THEFT,9,7
41.7781821,-87.599185088,ROBBERY,23,7
41.946464013,-87.720672053,ROBBERY,3,7
41.780835284,-87.664252074,ROBBERY,2,7
41.750384481,-87.661420416,ROBBERY,0,7
41.732771785,-87.604728989,ROBBERY,2,7
41.996365706,-87.697157197,ROBBERY,1,7
41.957333828,-87.650622101,ROBBERY,1,7
41.751457646,-87.552892516,ROBBERY,0,7
41.879503218,-87.626763965,THEFT,11,7
41.681109736,-87.642018411,ROBBERY,21,7
41.874192787,-87.66240172,ROBBERY,19,6
41.885749789,-87.629107914,THEFT,15,7
41.750682777,-87.613699222,ROBBERY,14,7
41.968277336,-87.72472123,ROBBERY,2,7
41.981313322,-87.882548649,THEFT,15,7
41.747765135,-87.702336664,ROBBERY,20,7
41.92938643,-87.707892425,THEFT,13,7
41.817084142,-87.643313032,ROBBERY,3,7
41.904579871,-87.640696598,ROBBERY,10,7
41.78151751,-87.613233561,THEFT,9,7
41.895112214,-87.684378457,THEFT,9,7
41.888045958,-87.625413826,THEFT,14,7
41.910116718,-87.677444645,THEFT,18,7
41.763484107,-87.637623404,ROBBERY,17,7
41.892167963,-87.682979548,ROBBERY,13,7
41.87616378,-87.745111964,ROBBERY,22,7
42.009795543,-87.678092147,ROBBERY,2,7
42.009087258,-87.690171862,ROBBERY,11,7
41.751917861,-87.650135245,ROBBERY,0,6
41.793978547,-87.668655354,ROBBERY,16,7
41.794008339,-87.666220044,ROBBERY,12,7
41.70577349,-87.540118732,ROBBERY,7,7
41.751201471,-87.670731314,ROBBERY,23,6
41.855533457,-87.697409562,ROBBERY,8,6
41.761488524,-87.579263838,ROBBERY,13,5
41.90440684,-87.670427959,ROBBERY,13,7
41.884333364,-87.619266937,THEFT,20,7
41.893116679,-87.770078687,ROBBERY,12,7
41.795339302,-87.671912479,ROBBERY,22,7
41.86344706,-87.72875979,ROBBERY,23,7
41.899566969,-87.699268617,ROBBERY,19,7
41.93991842,-87.653288878,ROBBERY,21,7
41.848230896,-87.633226526,ROBBERY,21,7
41.919878626,-87.65628687,ROBBERY,23,7
41.764894521,-87.580569197,ROBBERY,22,7
41.871332438,-87.664138921,ROBBERY,10,7
41.77925651,-87.677918238,ROBBERY,19,7
41.893717779,-87.681891347,ROBBERY,15,7
41.751528912,-87.548046864,ROBBERY,11,7
41.769718408,-87.58425923,ROBBERY,17,7
41.884491256,-87.627494889,THEFT,16,7
41.865519477,-87.769873088,ROBBERY,13,7
41.843698882,-87.633022705,THEFT,16,7
41.910676312,-87.649187069,THEFT,4,7
41.880559272,-87.629366876,THEFT,15,7
41.983452474,-87.773178217,ROBBERY,11,7
41.899935425,-87.667399718,ROBBERY,1,5
41.983121233,-87.699459086,ROBBERY,22,5
41.896685066,-87.627683859,ROBBERY,22,7
41.750953946,-87.624653693,ROBBERY,13,7
41.736422269,-87.604815966,ROBBERY,0,7
41.808515836,-87.674036444,ROBBERY,13,7
41.890051565,-87.62891376,THEFT,22,5
41.931582515,-87.742747165,THEFT,18,7
41.756060031,-87.647082345,ROBBERY,10,7
41.866812486,-87.672163862,ROBBERY,1,7
41.856561793,-87.633117317,ROBBERY,21,7
41.857429784,-87.620755641,ROBBERY,23,7
41.725400721,-87.594866522,ROBBERY,21,7
41.864857059,-87.641621126,ROBBERY,22,7
41.901505867,-87.72749727,ROBBERY,20,7
41.858371261,-87.641889251,ROBBERY,22,7
41.707139627,-87.625325518,THEFT,23,7
41.861923555,-87.62944284,ROBBERY,23,7
41.852878684,-87.635770908,ROBBERY,22,7
41.925354198,-87.753729467,ROBBERY,19,7
41.908771527,-87.674956602,THEFT,15,7
41.727818175,-87.639741133,ROBBERY,6,7
41.897077415,-87.769121944,ROBBERY,10,7
41.94690946,-87.674733431,THEFT,0,7
41.78701723,-87.645505595,THEFT,0,7
41.890222244,-87.765215781,ROBBERY,1,7
41.876046196,-87.736153693,ROBBERY,17,6
41.896147721,-87.733505543,ROBBERY,14,3
41.795671974,-87.762600661,ROBBERY,0,7
41.891404732,-87.628061509,ROBBERY,0,7
41.880501243,-87.633792406,THEFT,17,7
41.895372477,-87.72541757,THEFT,16,7
42.010996301,-87.662680653,ROBBERY,0,7
41.94670237,-87.656117076,THEFT,0,7
41.768233816,-87.645717276,ROBBERY,13,7
41.882185193,-87.72571151,ROBBERY,13,7
41.878507556,-87.752155409,ROBBERY,19,7
41.877864969,-87.627666954,ROBBERY,8,7
41.896685066,-87.627683859,THEFT,16,7
41.753720143,-87.65139884,ROBBERY,14,7
41.857860941,-87.662264109,ROBBERY,13,7
41.930227799,-87.703172898,ROBBERY,11,7
41.779511964,-87.605912319,ROBBERY,10,7
41.786447144,-87.653464847,ROBBERY,11,7
41.671512682,-87.642915371,THEFT,22,7
41.897895128,-87.624096605,THEFT,19,7
41.921028637,-87.75851232,ROBBERY,23,7
41.878064761,-87.743354013,ROBBERY,22,7
41.967397872,-87.721890876,ROBBERY,21,7
41.841825184,-87.623292218,ROBBERY,22,7
41.974678235,-87.654963918,ROBBERY,23,7
41.705677782,-87.600944364,ROBBERY,20,7
41.966369067,-87.7376017,ROBBERY,21,7
41.895562545,-87.655915676,ROBBERY,22,7
41.830697249,-87.614476891,ROBBERY,20,7
41.885481891,-87.627935689,THEFT,8,7
41.783432002,-87.615701737,ROBBERY,11,7
41.74673998,-87.605109753,THEFT,10,7
41.926287021,-87.785547998,THEFT,13,7
41.882733388,-87.711237669,ROBBERY,11,7
41.771664677,-87.670073519,ROBBERY,8,7
41.766274325,-87.66382789,ROBBERY,13,7
41.858475257,-87.713972687,ROBBERY,10,7
41.875739485,-87.75613874,THEFT,0,7
41.821460144,-87.621543473,ROBBERY,11,7
41.783283846,-87.637567068,ROBBERY,2,7
41.853451745,-87.728101461,ROBBERY,8,7
41.854532623,-87.722332049,ROBBERY,9,7
41.782418097,-87.686176026,ROBBERY,9,7
41.891314248,-87.75473145,ROBBERY,7,7
41.886192908,-87.766724132,ROBBERY,6,7
41.884100669,-87.770962122,ROBBERY,7,7
41.767245969,-87.57632989,ROBBERY,0,7
42.004640306,-87.659322034,ROBBERY,2,7
41.687211959,-87.661250737,ROBBERY,0,7
41.894898651,-87.75973838,ROBBERY,0,7
41.893340847,-87.623838474,THEFT,18,7
41.895420546,-87.720521042,ROBBERY,18,7
41.885741029,-87.631711749,THEFT,11,7
41.896561044,-87.636584978,ROBBERY,3,7
42.018498254,-87.672983233,THEFT,5,7
41.92938643,-87.707892425,THEFT,18,7
41.895140898,-87.624255632,THEFT,16,7
41.858954299,-87.716809329,ROBBERY,14,7
41.882774244,-87.629427024,THEFT,17,7
41.883567647,-87.774767624,THEFT,18,7
41.890666356,-87.628032904,ROBBERY,15,7
41.727872617,-87.551207132,ROBBERY,14,7
41.881959891,-87.699762202,ROBBERY,11,7
41.846386825,-87.635492769,ROBBERY,17,7
41.885481891,-87.627935689,THEFT,18,7
41.87910013,-87.715837251,ROBBERY,5,7
41.869749161,-87.640107132,ROBBERY,4,7
41.686261889,-87.642190243,ROBBERY,16,4
41.973261823,-87.778537299,ROBBERY,2,7
41.760903559,-87.644303769,ROBBERY,17,7
41.898440359,-87.769488281,ROBBERY,13,7
41.795682623,-87.762534555,ROBBERY,1,7
41.904370109,-87.631460067,THEFT,17,7
41.864493678,-87.639158,ROBBERY,6,7
41.685228429,-87.630614288,ROBBERY,1,7
41.917617873,-87.737577676,ROBBERY,10,7
41.881742321,-87.750932635,ROBBERY,4,7
41.873814246,-87.745023355,ROBBERY,2,7
41.909760125,-87.63466702,THEFT,0,7
41.881828824,-87.744219076,ROBBERY,7,7
41.968880988,-87.723156355,ROBBERY,1,7
41.968384165,-87.714927933,ROBBERY,2,7
41.93335774,-87.713028236,ROBBERY,0,7
41.893141629,-87.63747424,ROBBERY,4,7
41.881909514,-87.70457695,ROBBERY,4,7
41.882173245,-87.74288657,ROBBERY,3,7
41.795327341,-87.70447777,ROBBERY,2,7
41.953885576,-87.65453007,THEFT,4,7
41.988341219,-87.65676102,ROBBERY,2,7
41.896107828,-87.629765461,ROBBERY,1,7
41.807010932,-87.622774469,ROBBERY,2,7
41.782408986,-87.65092995,ROBBERY,23,7
41.780799978,-87.666675944,ROBBERY,23,7
41.891893286,-87.628074498,THEFT,16,7
41.897738941,-87.722489701,THEFT,19,7
41.73627756,-87.614519556,ROBBERY,22,7
41.892164276,-87.607702294,THEFT,19,7
41.797572754,-87.601263259,ROBBERY,1,7
41.879191873,-87.648759219,ROBBERY,0,7
41.974124595,-87.823145202,ROBBERY,0,7
41.976840051,-87.836613167,ROBBERY,0,7
41.786932247,-87.651505334,ROBBERY,2,7
41.819958179,-87.700645228,ROBBERY,1,6
41.882774244,-87.629427024,ROBBERY,13,6
41.89488209,-87.627681669,ROBBERY,18,6
41.996073378,-87.78748829,THEFT,14,7
41.857588962,-87.620757545,ROBBERY,14,7
41.885741029,-87.631711749,THEFT,11,7
41.759283913,-87.741709017,ROBBERY,12,7
41.757614433,-87.586115266,ROBBERY,12,7
41.810393359,-87.621240504,ROBBERY,22,7
41.886148483,-87.725824526,ROBBERY,18,7
41.844334316,-87.718102101,ROBBERY,15,7
41.893250886,-87.672699289,ROBBERY,14,7
41.885741029,-87.631711749,THEFT,14,7
41.721623049,-87.624701342,THEFT,13,7
41.786881521,-87.654989298,ROBBERY,10,7
41.919249338,-87.784090688,ROBBERY,12,7
41.726828822,-87.599744393,ROBBERY,9,7
41.966769949,-87.657375406,ROBBERY,1,7
41.882381731,-87.629412971,THEFT,15,7
41.893676531,-87.635628328,THEFT,3,7
41.850707296,-87.634755775,ROBBERY,0,7
41.88104652,-87.699348928,ROBBERY,4,7
41.879430968,-87.750795724,ROBBERY,2,7
42.012154238,-87.663132128,ROBBERY,1,7
41.977696889,-87.689763313,ROBBERY,1,7
41.885741029,-87.631711749,THEFT,21,7
41.754592961,-87.741528537,THEFT,16,7
41.775258605,-87.654382233,ROBBERY,21,7
41.800615481,-87.689106709,ROBBERY,22,7
41.887782957,-87.662516613,ROBBERY,22,7
41.913646556,-87.718241514,ROBBERY,21,7
41.963599708,-87.655397663,ROBBERY,22,7
41.894795169,-87.769318332,ROBBERY,16,7
41.797955242,-87.599274848,ROBBERY,20,7
41.844361092,-87.716442982,ROBBERY,18,7
41.767506074,-87.688213733,ROBBERY,18,7
41.858286713,-87.64288863,ROBBERY,14,7
41.82489711,-87.609430959,ROBBERY,16,7
41.692363894,-87.64150249,THEFT,8,6
41.915990756,-87.687370839,THEFT,1,7
42.019382771,-87.672661273,ROBBERY,23,7
41.884231489,-87.696669693,ROBBERY,12,7
41.670064293,-87.641649804,ROBBERY,22,7
41.887739656,-87.763746728,ROBBERY,22,7
41.7537726,-87.647762725,ROBBERY,23,7
41.947225886,-87.655545441,THEFT,17,7
41.797715262,-87.585469914,ROBBERY,22,7
41.797093555,-87.589041797,ROBBERY,22,7
41.877597788,-87.752417017,ROBBERY,5,7
41.798032735,-87.592962377,ROBBERY,21,7
41.842293671,-87.73335187,ROBBERY,13,7
41.701199673,-87.618477034,ROBBERY,21,7
41.886271995,-87.76996988,ROBBERY,21,7
41.884943039,-87.716423657,ROBBERY,20,7
41.891404732,-87.628061509,THEFT,18,7
41.834042232,-87.674368991,ROBBERY,17,7
41.780089131,-87.644795033,ROBBERY,6,7
41.773109884,-87.586294711,THEFT,14,7
41.878638996,-87.627691486,THEFT,19,7
41.811363903,-87.605764805,ROBBERY,2,6
41.753429056,-87.575590712,ROBBERY,20,6
41.744680815,-87.549900201,ROBBERY,19,7
